conflict_name,start_year,end_year,theater,battle_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,treaty,key_leader,equipment_focus,notes
World War I,1914,1918,Middle East,Ypres,Russia,Allied Powers,Support,663.09,406.18,2681.93,Middle East,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Balkans,Marne,United States,Allied Powers,Naval,580.24,460.38,215.01,Balkans,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Balkans,Somme,Germany,Central Powers,Naval,199.34,381.8,2483.5,Balkans,Allied Victory,Armistice of 1918,David Lloyd George,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Middle East,Marne,Austria-Hungary,Central Powers,Belligerent,687.21,582.59,1026.65,Middle East,Allied Victory,Treaty of Trianon,Kaiser Wilhelm II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Air,Somme,Austria-Hungary,Central Powers,Belligerent,94.5,286.27,1695.86,Air,Allied Victory,Treaty of Trianon,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Naval,Caporetto,Russia,Allied Powers,Air,352.49,472.17,2627.57,Naval,Allied Victory,Armistice of 1918,Woodrow Wilson,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Naval,Caporetto,Russia,Allied Powers,Support,169.48,107.4,2552.02,Naval,Allied Victory,Treaty of Trianon,Nicholas II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Air,Caporetto,United Kingdom,Allied Powers,Belligerent,593.65,254.23,526.96,Air,Allied Victory,Treaty of Trianon,David Lloyd George,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Naval,Gallipoli,United Kingdom,Allied Powers,Naval,371.91,381.89,1804.19,Naval,Allied Victory,Treaty of Versailles,Woodrow Wilson,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Balkans,Somme,France,Allied Powers,Support,649.49,302.98,318.8,Balkans,Allied Victory,Treaty of Saint-Germain,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Naval,Somme,Italy,Allied Powers,Air,697.78,45.88,1645.47,Naval,Allied Victory,Treaty of Versailles,David Lloyd George,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Air,Gallipoli,Russia,Allied Powers,Expeditionary,363.93,13.19,1925.87,Air,Allied Victory,Treaty of Sevres,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Africa,Jutland,Italy,Allied Powers,Air,388.91,372.79,1414.91,Africa,Allied Victory,Treaty of Trianon,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Africa,Tannenberg,United Kingdom,Allied Powers,Expeditionary,292.46,389.3,2080.57,Africa,Allied Victory,Treaty of Saint-Germain,Nicholas II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Eastern Front,Gallipoli,Belgium,Allied Powers,Expeditionary,787.92,574.26,894.36,Eastern Front,Allied Victory,Armistice of 1918,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Marne,Italy,Allied Powers,Support,728.3,37.49,1386.74,Africa,Allied Victory,Armistice of 1918,Georges Clemenceau,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Africa,Verdun,France,Allied Powers,Air,566.61,111.39,933.14,Africa,Allied Victory,Treaty of Sevres,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Italian Front,Somme,Russia,Allied Powers,Belligerent,710.75,399.05,1447.07,Italian Front,Allied Victory,Armistice of 1918,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Italian Front,Gallipoli,United Kingdom,Allied Powers,Support,740.46,217.74,2581.82,Italian Front,Allied Victory,Treaty of Versailles,Enver Pasha,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Marne,Serbia,Allied Powers,Support,898.8,262.19,904.21,Western Front,Allied Victory,Armistice of 1918,David Lloyd George,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Western Front,Tannenberg,Germany,Central Powers,Expeditionary,430.9,190.53,1726.14,Western Front,Allied Victory,Treaty of Trianon,Enver Pasha,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Italian Front,Ypres,Germany,Central Powers,Expeditionary,272.94,5.39,1683.38,Italian Front,Allied Victory,Treaty of Versailles,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Balkans,Gallipoli,Belgium,Allied Powers,Expeditionary,426.22,121.68,1822.44,Balkans,Allied Victory,Treaty of Sevres,Franz Joseph I,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Naval,Verdun,Germany,Central Powers,Naval,216.06,491.72,392.12,Naval,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Balkans,Verdun,Russia,Allied Powers,Belligerent,83.95,355.44,950.68,Balkans,Allied Victory,Treaty of Saint-Germain,Nicholas II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Naval,Jutland,Austria-Hungary,Central Powers,Expeditionary,142.85,70.65,1738.22,Naval,Allied Victory,Armistice of 1918,Woodrow Wilson,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Balkans,Ypres,Italy,Allied Powers,Naval,867.84,436.37,2103.76,Balkans,Allied Victory,Treaty of Sevres,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Somme,Austria-Hungary,Central Powers,Belligerent,820.24,51.5,2581.86,Air,Allied Victory,Armistice of 1918,Nicholas II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Middle East,Somme,Italy,Allied Powers,Belligerent,101.7,433.45,2356.08,Middle East,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Naval,Somme,United States,Allied Powers,Belligerent,231.24,311.78,2321.34,Naval,Allied Victory,Treaty of Versailles,Enver Pasha,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Marne,Italy,Allied Powers,Naval,137.67,45.61,1163.11,Africa,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Eastern Front,Verdun,United Kingdom,Allied Powers,Expeditionary,693.72,414.17,1346.5,Eastern Front,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Western Front,Jutland,Ottoman Empire,Central Powers,Naval,21.42,207.55,1842.23,Western Front,Allied Victory,Armistice of 1918,Enver Pasha,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Balkans,Marne,Russia,Allied Powers,Support,621.33,36.03,1504.8,Balkans,Allied Victory,Armistice of 1918,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Eastern Front,Gallipoli,United Kingdom,Allied Powers,Air,379.35,150.16,687.8,Eastern Front,Allied Victory,Treaty of Versailles,Enver Pasha,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Gallipoli,Austria-Hungary,Central Powers,Air,624.45,331.46,1888.0,Air,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Italian Front,Marne,Belgium,Allied Powers,Expeditionary,822.09,503.16,467.05,Italian Front,Allied Victory,Armistice of 1918,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Africa,Verdun,Russia,Allied Powers,Air,692.6,536.55,2866.71,Africa,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Naval,Caporetto,Belgium,Allied Powers,Air,818.08,328.91,1492.67,Naval,Allied Victory,Armistice of 1918,Enver Pasha,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Balkans,Somme,United Kingdom,Allied Powers,Expeditionary,625.68,247.01,1344.98,Balkans,Allied Victory,Treaty of Trianon,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Air,Gallipoli,France,Allied Powers,Naval,208.57,460.15,434.29,Air,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Italian Front,Caporetto,United States,Allied Powers,Naval,34.55,156.46,1564.49,Italian Front,Allied Victory,Armistice of 1918,Woodrow Wilson,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Eastern Front,Tannenberg,United States,Allied Powers,Support,490.1,424.19,2148.45,Eastern Front,Allied Victory,Treaty of Versailles,Woodrow Wilson,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Eastern Front,Gallipoli,Ottoman Empire,Central Powers,Belligerent,773.91,526.53,274.58,Eastern Front,Allied Victory,Armistice of 1918,Georges Clemenceau,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Africa,Tannenberg,Austria-Hungary,Central Powers,Naval,874.24,545.91,567.58,Africa,Allied Victory,Armistice of 1918,Georges Clemenceau,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Air,Caporetto,France,Allied Powers,Expeditionary,726.45,119.44,2637.99,Air,Allied Victory,Treaty of Trianon,David Lloyd George,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Naval,Somme,United Kingdom,Allied Powers,Support,893.24,510.81,323.51,Naval,Allied Victory,Treaty of Saint-Germain,Georges Clemenceau,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Naval,Caporetto,Austria-Hungary,Central Powers,Support,621.73,391.15,2194.0,Naval,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Western Front,Tannenberg,United States,Allied Powers,Belligerent,881.88,351.49,812.98,Western Front,Allied Victory,Armistice of 1918,Woodrow Wilson,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Eastern Front,Verdun,Russia,Allied Powers,Naval,723.37,474.54,2575.59,Eastern Front,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Balkans,Caporetto,United States,Allied Powers,Belligerent,15.02,252.27,2440.89,Balkans,Allied Victory,Treaty of Trianon,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Marne,Serbia,Allied Powers,Expeditionary,230.32,368.03,1192.23,Middle East,Allied Victory,Treaty of Trianon,David Lloyd George,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Africa,Jutland,Germany,Central Powers,Naval,309.17,300.54,2903.33,Africa,Allied Victory,Treaty of Sevres,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Balkans,Gallipoli,Austria-Hungary,Central Powers,Naval,522.38,470.0,2106.5,Balkans,Allied Victory,Armistice of 1918,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Naval,Ypres,Belgium,Allied Powers,Support,741.16,253.83,2732.87,Naval,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Western Front,Verdun,United States,Allied Powers,Belligerent,419.15,579.59,355.15,Western Front,Allied Victory,Treaty of Trianon,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Naval,Verdun,Russia,Allied Powers,Belligerent,770.93,524.44,2345.65,Naval,Allied Victory,Treaty of Trianon,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Italian Front,Ypres,Italy,Allied Powers,Expeditionary,696.71,472.41,2666.65,Italian Front,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Air,Tannenberg,Ottoman Empire,Central Powers,Naval,516.83,333.1,1995.66,Air,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Caporetto,France,Allied Powers,Belligerent,308.14,336.44,2656.42,Air,Allied Victory,Armistice of 1918,Enver Pasha,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Eastern Front,Somme,United States,Allied Powers,Air,109.62,593.31,401.82,Eastern Front,Allied Victory,Treaty of Sevres,David Lloyd George,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Eastern Front,Ypres,United Kingdom,Allied Powers,Air,412.27,480.25,558.76,Eastern Front,Allied Victory,Treaty of Sevres,Georges Clemenceau,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Balkans,Caporetto,United States,Allied Powers,Expeditionary,504.05,503.35,2197.63,Balkans,Allied Victory,Treaty of Versailles,Woodrow Wilson,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Africa,Ypres,Germany,Central Powers,Expeditionary,838.35,94.52,2265.34,Africa,Allied Victory,Treaty of Versailles,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Air,Somme,Serbia,Allied Powers,Naval,599.59,247.45,107.61,Air,Allied Victory,Treaty of Sevres,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Africa,Caporetto,France,Allied Powers,Naval,277.39,454.91,2022.48,Africa,Allied Victory,Treaty of Versailles,Enver Pasha,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Balkans,Caporetto,United Kingdom,Allied Powers,Air,758.66,13.19,187.6,Balkans,Allied Victory,Treaty of Sevres,Nicholas II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Ypres,Germany,Central Powers,Belligerent,449.34,504.47,2269.76,Naval,Allied Victory,Armistice of 1918,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Italian Front,Jutland,United States,Allied Powers,Expeditionary,487.2,519.21,2804.92,Italian Front,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Middle East,Gallipoli,Italy,Allied Powers,Naval,285.68,80.37,1439.13,Middle East,Allied Victory,Treaty of Trianon,Woodrow Wilson,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Air,Gallipoli,United States,Allied Powers,Naval,520.08,2.59,2762.34,Air,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Western Front,Marne,Ottoman Empire,Central Powers,Support,358.08,595.02,716.02,Western Front,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
