conflict_name,start_year,end_year,theater,operation_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,conference_or_treaty,key_leader,equipment_focus,notes
World War II,1939,1946,North Africa,Okinawa,Canada,Allies,Expeditionary,1150.4,605.98,2899.95,North Africa,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Iwo Jima,Poland,Allies,Belligerent,602.09,680.62,1607.57,Eastern Front,Allied Victory,Armistice,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,Iwo Jima,Japan,Axis,Belligerent,239.03,107.91,2288.63,European,Allied Victory,Armistice,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Okinawa,United Kingdom,Allies,Expeditionary,722.21,1182.35,2953.39,Asia,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,D-Day,Japan,Axis,Naval,79.77,1004.36,3550.92,European,Allied Victory,United Nations Charter,Hideki Tojo,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Barbarossa,Italy,Axis,Belligerent,1009.64,876.75,1943.75,Atlantic,Allied Victory,United Nations Charter,Winston Churchill,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Iwo Jima,Poland,Allies,Air,1192.42,224.55,3678.26,European,Allied Victory,United Nations Charter,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,European,Barbarossa,Japan,Axis,Air,455.15,1031.14,4822.61,European,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Eastern Front,Battle of Britain,United Kingdom,Allies,Expeditionary,705.24,863.48,349.43,Eastern Front,Allied Victory,Yalta Conference,Hideki Tojo,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Eastern Front,Okinawa,Soviet Union,Allies,Air,1116.57,789.59,1973.08,Eastern Front,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Okinawa,Soviet Union,Allies,Support,834.9,757.84,3400.28,Eastern Front,Allied Victory,Tehran Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,D-Day,France,Allies,Naval,853.78,615.93,4909.78,European,Allied Victory,Yalta Conference,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,Midway,United States,Allies,Expeditionary,1091.72,34.77,1780.05,Eastern Front,Allied Victory,Armistice,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Eastern Front,Okinawa,Italy,Axis,Air,1263.9,293.79,3699.78,Eastern Front,Allied Victory,Armistice,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,El Alamein,China,Allies,Naval,76.27,502.48,2084.09,Pacific,Allied Victory,Potsdam Conference,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Eastern Front,D-Day,United Kingdom,Allies,Air,126.4,861.16,1327.48,Eastern Front,Allied Victory,Yalta Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Eastern Front,Iwo Jima,Japan,Axis,Belligerent,1134.41,227.39,3125.8,Eastern Front,Allied Victory,Armistice,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,El Alamein,China,Allies,Air,795.28,633.0,3585.46,Asia,Allied Victory,Tehran Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Pacific,D-Day,Japan,Axis,Belligerent,134.75,333.96,3068.42,Pacific,Allied Victory,Armistice,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Eastern Front,Iwo Jima,China,Allies,Expeditionary,1300.15,613.5,680.26,Eastern Front,Allied Victory,Tehran Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,Okinawa,Canada,Allies,Belligerent,1281.18,796.49,4912.0,Pacific,Allied Victory,Tehran Conference,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,Okinawa,United States,Allies,Expeditionary,17.01,393.12,3476.14,Eastern Front,Allied Victory,Tehran Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,Stalingrad,France,Allies,Expeditionary,1316.89,782.79,4994.06,Atlantic,Allied Victory,Armistice,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,North Africa,Midway,France,Allies,Support,1188.57,1024.95,4608.89,North Africa,Allied Victory,Yalta Conference,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Eastern Front,D-Day,Germany,Axis,Belligerent,925.88,1115.04,4412.84,Eastern Front,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,D-Day,France,Allies,Support,705.43,704.74,3590.05,Atlantic,Allied Victory,United Nations Charter,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,Barbarossa,Poland,Allies,Expeditionary,1404.11,1161.62,3463.43,European,Allied Victory,United Nations Charter,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,Battle of Britain,Soviet Union,Allies,Expeditionary,342.24,852.54,3683.35,Pacific,Allied Victory,United Nations Charter,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,Midway,Italy,Axis,Support,755.85,188.29,718.32,European,Allied Victory,Tehran Conference,Hideki Tojo,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Stalingrad,United Kingdom,Allies,Expeditionary,852.15,309.09,1221.1,Pacific,Allied Victory,Yalta Conference,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,North Africa,Okinawa,Canada,Allies,Belligerent,1364.75,210.78,3150.9,North Africa,Allied Victory,Tehran Conference,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,European,Midway,Italy,Axis,Naval,678.26,1121.03,2364.99,European,Allied Victory,Armistice,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,D-Day,Japan,Axis,Belligerent,35.86,1175.15,1623.26,North Africa,Allied Victory,Tehran Conference,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,Iwo Jima,Canada,Allies,Expeditionary,910.99,341.24,418.47,Pacific,Allied Victory,Yalta Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,El Alamein,United States,Allies,Naval,1211.36,1083.48,4979.09,European,Allied Victory,Armistice,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,Iwo Jima,United States,Allies,Naval,623.57,913.79,3271.82,Pacific,Allied Victory,Yalta Conference,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,El Alamein,Canada,Allies,Support,217.49,486.66,2479.41,North Africa,Allied Victory,Tehran Conference,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Okinawa,Canada,Allies,Air,634.12,218.87,2174.25,Eastern Front,Allied Victory,United Nations Charter,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,El Alamein,France,Allies,Support,459.13,487.04,1357.9,European,Allied Victory,Tehran Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Okinawa,Soviet Union,Allies,Support,871.11,551.13,1408.66,Asia,Allied Victory,Yalta Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Atlantic,D-Day,Soviet Union,Allies,Support,233.2,118.64,557.69,Atlantic,Allied Victory,Potsdam Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,Iwo Jima,Japan,Axis,Support,1373.53,21.86,4809.68,North Africa,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Okinawa,Soviet Union,Allies,Support,1389.21,188.81,4018.04,Eastern Front,Allied Victory,Armistice,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Barbarossa,United States,Allies,Air,1470.16,173.98,622.47,Asia,Allied Victory,Potsdam Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,El Alamein,Canada,Allies,Naval,72.65,839.65,2635.13,North Africa,Allied Victory,Armistice,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,Barbarossa,Canada,Allies,Air,169.94,822.77,4413.44,European,Allied Victory,United Nations Charter,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,Barbarossa,Canada,Allies,Support,466.56,530.63,1634.84,European,Allied Victory,Armistice,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,El Alamein,United States,Allies,Expeditionary,680.35,187.07,1780.4,Pacific,Allied Victory,Armistice,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,Stalingrad,Soviet Union,Allies,Expeditionary,1253.15,864.43,4298.23,European,Allied Victory,United Nations Charter,Winston Churchill,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Atlantic,D-Day,Poland,Allies,Expeditionary,150.52,766.19,2388.61,Atlantic,Allied Victory,Potsdam Conference,Winston Churchill,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,El Alamein,Canada,Allies,Expeditionary,291.6,455.44,1101.8,Pacific,Allied Victory,Tehran Conference,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Stalingrad,Poland,Allies,Belligerent,405.69,624.26,2492.08,European,Allied Victory,Armistice,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Atlantic,Iwo Jima,France,Allies,Support,1196.67,674.71,1271.05,Atlantic,Allied Victory,United Nations Charter,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,European,Midway,Poland,Allies,Naval,156.59,712.56,4544.34,European,Allied Victory,Yalta Conference,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Barbarossa,Italy,Axis,Naval,164.94,294.86,1117.31,Eastern Front,Allied Victory,Tehran Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,Stalingrad,Soviet Union,Allies,Expeditionary,1092.12,500.42,997.88,Pacific,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,European,Barbarossa,Italy,Axis,Naval,739.13,1012.98,2166.74,European,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,Okinawa,Soviet Union,Allies,Naval,1249.88,479.33,1213.26,Eastern Front,Allied Victory,Yalta Conference,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,D-Day,Poland,Allies,Air,1067.35,202.58,1388.56,Atlantic,Allied Victory,Armistice,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Okinawa,Japan,Axis,Belligerent,305.1,706.79,4958.76,Eastern Front,Allied Victory,Armistice,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,D-Day,Germany,Axis,Belligerent,128.11,972.87,149.47,European,Allied Victory,Tehran Conference,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,Battle of Britain,United Kingdom,Allies,Belligerent,587.1,56.75,4584.74,Pacific,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Barbarossa,Poland,Allies,Expeditionary,543.26,443.89,1309.96,Asia,Allied Victory,Tehran Conference,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,European,Barbarossa,Canada,Allies,Belligerent,26.42,930.01,2314.22,European,Allied Victory,Tehran Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Iwo Jima,United Kingdom,Allies,Air,1084.33,1168.29,2425.26,Asia,Allied Victory,Potsdam Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Iwo Jima,China,Allies,Expeditionary,948.42,657.91,4821.73,North Africa,Allied Victory,Armistice,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Battle of Britain,Poland,Allies,Belligerent,62.04,1144.95,1975.25,Eastern Front,Allied Victory,Armistice,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,D-Day,United States,Allies,Expeditionary,547.86,152.05,1252.17,European,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,Iwo Jima,United Kingdom,Allies,Air,1335.01,575.3,3725.5,Pacific,Allied Victory,Tehran Conference,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Battle of Britain,United States,Allies,Belligerent,786.05,131.02,1543.65,Atlantic,Allied Victory,Armistice,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
