issue_label,year,region,primary_parties,escalation_level,nuclear_risk,cyber_domain,economic_impact,confidence,probability_estimate,escalation_score,nuclear_score,cyber_score,prob_score,economic_score,raw_risk_score,risk_index,risk_tier,anomaly_flag,anomaly_score,predicted_tier_num,predicted_tier,cluster,archetype
Russia-Ukraine Conflict,2026,Latin America,Russia; Ukraine,Moderate,Moderate,High,Global market impact,High,0.351,10,20,15,5.26,10,60.26,56.2,🟠 High,1,-0.49929981324599576,2,🟠 High,1,Direct Confrontation
Korean Peninsula Risk,2025,South Asia,China; Taiwan,Moderate,High,High,Localized shock,Medium,0.1,10,30,15,1.5,2,58.5,54.1,🟠 High,1,-0.5553600931104612,2,🟠 High,1,Direct Confrontation
Taiwan Strait Stability,2026,Eastern Europe,Venezuela; United States,Severe,Moderate,Severe,Regional recession,Medium,0.406,25,20,20,6.09,7,78.09,77.1,🔴 Critical,1,-0.5274863629062505,3,🔴 Critical,0,Proxy War
Venezuela-US Tensions 2026,2025,East Asia,Russia; Ukraine,High,Low,Moderate,Regional recession,Low,0.761,20,10,10,11.42,7,58.42,54.0,🟠 High,1,-0.5035855195890857,2,🟠 High,3,Nuclear Standoff
India-Pakistan Escalation 2025,2024,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Low,Low,Moderate,Localized shock,Medium,0.641,5,10,10,9.62,2,36.62,28.5,🟡 Moderate,1,-0.5382481015355367,1,🟡 Moderate,2,Cyber-Dominant
Korean Peninsula Risk,2024,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Moderate,High,High,Localized shock,Medium,0.335,10,30,15,5.03,2,62.03,58.3,🟠 High,1,-0.5329738940230727,2,🟠 High,1,Direct Confrontation
Taiwan Strait Stability,2026,Latin America,China; Taiwan,High,Low,Moderate,Regional recession,Medium,0.679,20,10,10,10.18,7,57.18,52.6,🟠 High,1,-0.49358618344992855,2,🟠 High,3,Nuclear Standoff
Israel-Arab Tensions,2025,Middle East,Venezuela; United States,Moderate,Moderate,High,Localized shock,Medium,0.562,10,20,15,8.43,2,55.43,50.5,🟠 High,1,-0.5130051146395901,2,🟠 High,2,Cyber-Dominant
Venezuela-US Tensions 2026,2025,Middle East,Venezuela; United States,Moderate,Moderate,Low,Global market impact,Low,0.077,10,20,5,1.16,10,46.16,39.7,🟡 Moderate,1,-0.547331753214806,1,🟡 Moderate,1,Direct Confrontation
Russia-Ukraine Conflict,2024,Eastern Europe,Venezuela; United States,Low,Low,Low,Energy price spike,High,0.696,5,10,5,10.44,5,35.44,27.1,🟡 Moderate,1,-0.5377131861209958,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2024,East Asia,North Korea; South Korea,Low,Moderate,Low,Regional recession,Low,0.164,5,20,5,2.46,7,39.46,31.8,🟡 Moderate,1,-0.536283040012924,1,🟡 Moderate,1,Direct Confrontation
Korean Peninsula Risk,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Low,Low,Low,Global market impact,Medium,0.305,5,10,5,4.58,10,34.58,26.1,🟡 Moderate,1,-0.5549127645932367,1,🟡 Moderate,1,Direct Confrontation
India-Pakistan Escalation 2025,2025,Eastern Europe,China; Taiwan,High,Low,Severe,Localized shock,High,0.809,20,10,20,12.14,2,64.14,60.7,🟠 High,1,-0.5699537167980181,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2025,South Asia,North Korea; South Korea,Low,Moderate,Moderate,Localized shock,High,0.645,5,20,10,9.68,2,46.68,40.3,🟡 Moderate,1,-0.534529439743096,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2024,East Asia,Venezuela; United States,Severe,High,Moderate,Energy price spike,Low,0.105,25,30,10,1.58,5,71.58,69.5,🟠 High,1,-0.5414279359534909,2,🟠 High,3,Nuclear Standoff
Taiwan Strait Stability,2026,Eastern Europe,India; Pakistan,Moderate,Moderate,Severe,Localized shock,Low,0.746,10,20,20,11.19,2,63.19,59.6,🟠 High,1,-0.5521656345606711,2,🟠 High,2,Cyber-Dominant
Taiwan Strait Stability,2024,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Severe,High,Severe,Localized shock,High,0.786,25,30,20,11.79,2,88.79,89.6,🔴 Critical,-1,-0.623274687773042,3,🔴 Critical,0,Proxy War
Taiwan Strait Stability,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,Moderate,Low,Regional recession,High,0.103,25,20,5,1.54,7,58.54,54.2,🟠 High,1,-0.5386346543891929,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2024,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Severe,Moderate,Severe,Regional recession,Medium,0.389,25,20,20,5.84,7,77.84,76.8,🔴 Critical,1,-0.5256208090793452,3,🔴 Critical,0,Proxy War
Venezuela-US Tensions 2026,2025,Latin America,India; Pakistan,Moderate,Moderate,Low,Energy price spike,Low,0.682,10,20,5,10.23,5,50.23,44.4,🟡 Moderate,1,-0.5212919272552422,1,🟡 Moderate,2,Cyber-Dominant
India-Pakistan Escalation 2025,2024,Eastern Europe,India; Pakistan,Low,None,Low,Localized shock,Medium,0.686,5,0,5,10.29,2,22.29,11.7,🟢 Low,-1,-0.5936065636038692,0,🟢 Low,2,Cyber-Dominant
Taiwan Strait Stability,2026,Eastern Europe,Venezuela; United States,Low,None,Severe,Regional recession,Low,0.203,5,0,20,3.05,7,35.05,26.7,🟡 Moderate,1,-0.5484114328551923,1,🟡 Moderate,1,Direct Confrontation
Venezuela-US Tensions 2026,2025,Eastern Europe,India; Pakistan,High,Moderate,Low,Localized shock,Medium,0.218,20,20,5,3.27,2,50.27,44.5,🟡 Moderate,1,-0.5409922725417453,1,🟡 Moderate,3,Nuclear Standoff
Taiwan Strait Stability,2025,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,High,High,High,Localized shock,High,0.091,20,30,15,1.36,2,68.36,65.7,🟠 High,1,-0.5582809767126262,2,🟠 High,0,Proxy War
Venezuela-US Tensions 2026,2024,Latin America,India; Pakistan,Moderate,Moderate,Severe,Global market impact,Medium,0.769,10,20,20,11.54,10,71.54,69.4,🟠 High,1,-0.5536992002438132,2,🟠 High,2,Cyber-Dominant
Korean Peninsula Risk,2026,Middle East,Israel; Egypt; Jordan; Saudi Arabia,High,Moderate,Severe,Localized shock,Medium,0.435,20,20,20,6.52,2,68.52,65.9,🟠 High,1,-0.5474950611603621,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Low,Moderate,Moderate,Regional recession,High,0.754,5,20,10,11.31,7,53.31,48.1,🟡 Moderate,1,-0.508181290277614,1,🟡 Moderate,2,Cyber-Dominant
Russia-Ukraine Conflict,2026,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Low,Low,High,Regional recession,High,0.257,5,10,15,3.86,7,40.86,33.5,🟡 Moderate,1,-0.49157220028054893,1,🟡 Moderate,1,Direct Confrontation
Israel-Arab Tensions,2025,East Asia,North Korea; South Korea,Moderate,High,Severe,Localized shock,Medium,0.809,10,30,20,12.14,2,74.14,72.5,🟠 High,1,-0.5856514241462918,2,🟠 High,2,Cyber-Dominant
Taiwan Strait Stability,2026,East Asia,Venezuela; United States,High,None,Severe,Regional recession,High,0.57,20,0,20,8.55,7,55.55,50.7,🟠 High,1,-0.5250864960383886,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2024,South Asia,India; Pakistan,High,Low,Severe,Energy price spike,Low,0.666,20,10,20,9.99,5,64.99,61.7,🟠 High,1,-0.5113125820463998,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2024,Middle East,Venezuela; United States,Low,High,Severe,Regional recession,Medium,0.679,5,30,20,10.18,7,72.18,70.2,🟠 High,1,-0.5453918971273058,2,🟠 High,2,Cyber-Dominant
Venezuela-US Tensions 2026,2025,Latin America,Russia; Ukraine,Severe,None,High,Energy price spike,Low,0.111,25,0,15,1.66,5,46.66,40.3,🟡 Moderate,1,-0.5460637635312325,1,🟡 Moderate,0,Proxy War
Taiwan Strait Stability,2026,Latin America,Venezuela; United States,Severe,High,Severe,Energy price spike,High,0.362,25,30,20,5.43,5,85.43,85.7,🔴 Critical,1,-0.554259503965957,3,🔴 Critical,0,Proxy War
India-Pakistan Escalation 2025,2026,Middle East,Israel; Egypt; Jordan; Saudi Arabia,High,High,Low,Global market impact,Medium,0.501,20,30,5,7.52,10,72.52,70.6,🟠 High,1,-0.5592134134256412,2,🟠 High,3,Nuclear Standoff
Venezuela-US Tensions 2026,2024,Latin America,North Korea; South Korea,Moderate,High,High,Localized shock,Low,0.336,10,30,15,5.04,2,62.04,58.3,🟠 High,1,-0.5329738940230727,2,🟠 High,1,Direct Confrontation
Israel-Arab Tensions,2025,Eastern Europe,Russia; Ukraine,High,Low,Severe,Localized shock,High,0.495,20,10,20,7.42,2,59.42,55.2,🟠 High,1,-0.5392994214740761,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2024,Latin America,Russia; Ukraine,Moderate,Low,High,Regional recession,High,0.234,10,10,15,3.51,7,45.51,38.9,🟡 Moderate,1,-0.4757645981948225,1,🟡 Moderate,1,Direct Confrontation
India-Pakistan Escalation 2025,2026,East Asia,Venezuela; United States,Low,High,Low,Energy price spike,High,0.372,5,30,5,5.58,5,50.58,44.9,🟡 Moderate,1,-0.5392562786637087,1,🟡 Moderate,1,Direct Confrontation
Israel-Arab Tensions,2026,South Asia,Russia; Ukraine,Low,None,Moderate,Regional recession,High,0.483,5,0,10,7.24,7,29.24,19.9,🟢 Low,1,-0.519732836483951,0,🟢 Low,2,Cyber-Dominant
India-Pakistan Escalation 2025,2025,Latin America,North Korea; South Korea,Low,Moderate,Moderate,Localized shock,Low,0.743,5,20,10,11.14,2,48.14,42.0,🟡 Moderate,1,-0.5380041649690757,1,🟡 Moderate,2,Cyber-Dominant
Israel-Arab Tensions,2025,Eastern Europe,North Korea; South Korea,Low,High,High,Regional recession,High,0.779,5,30,15,11.68,7,68.68,66.1,🟠 High,1,-0.5456561745074832,2,🟠 High,2,Cyber-Dominant
Russia-Ukraine Conflict,2025,Latin America,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Moderate,Localized shock,High,0.316,20,10,10,4.74,2,46.74,40.4,🟡 Moderate,1,-0.5190126762663231,1,🟡 Moderate,3,Nuclear Standoff
India-Pakistan Escalation 2025,2026,East Asia,China; Taiwan,High,Low,Moderate,Regional recession,High,0.758,20,10,10,11.37,7,58.37,54.0,🟠 High,1,-0.5025348539541769,2,🟠 High,3,Nuclear Standoff
India-Pakistan Escalation 2025,2024,Latin America,India; Pakistan,High,High,Severe,Regional recession,Medium,0.051,20,30,20,0.76,7,77.76,76.7,🔴 Critical,1,-0.5555208239140905,3,🔴 Critical,0,Proxy War
Israel-Arab Tensions,2025,Middle East,North Korea; South Korea,Moderate,High,High,Global market impact,High,0.32,10,30,15,4.8,10,69.8,67.4,🟠 High,1,-0.533379303519358,2,🟠 High,1,Direct Confrontation
India-Pakistan Escalation 2025,2025,East Asia,Israel; Egypt; Jordan; Saudi Arabia,High,High,Severe,Energy price spike,Medium,0.434,20,30,20,6.51,5,81.51,81.1,🔴 Critical,1,-0.5316227856349681,3,🔴 Critical,0,Proxy War
Venezuela-US Tensions 2026,2025,Eastern Europe,North Korea; South Korea,Moderate,High,Low,Global market impact,Medium,0.15,10,30,5,2.25,10,57.25,52.7,🟠 High,1,-0.5504556419232447,2,🟠 High,1,Direct Confrontation
Venezuela-US Tensions 2026,2025,East Asia,India; Pakistan,Low,None,Moderate,Localized shock,Low,0.501,5,0,10,7.52,2,24.52,14.3,🟢 Low,1,-0.5668137970099654,0,🟢 Low,2,Cyber-Dominant
India-Pakistan Escalation 2025,2026,Middle East,Russia; Ukraine,Low,None,Severe,Localized shock,Low,0.683,5,0,20,10.24,2,37.24,29.2,🟡 Moderate,1,-0.5822393907387675,1,🟡 Moderate,2,Cyber-Dominant
Venezuela-US Tensions 2026,2025,Latin America,Russia; Ukraine,High,Low,Severe,Regional recession,High,0.38,20,10,20,5.7,7,62.7,59.1,🟠 High,1,-0.5028799721046728,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2026,South Asia,Israel; Egypt; Jordan; Saudi Arabia,High,High,Low,Regional recession,Medium,0.611,20,30,5,9.16,7,71.16,69.0,🟠 High,1,-0.5255183498812748,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2026,South Asia,North Korea; South Korea,High,Moderate,Severe,Localized shock,Low,0.371,20,20,20,5.56,2,67.56,64.8,🟠 High,1,-0.5472364705418062,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2025,Eastern Europe,Russia; Ukraine,Low,None,Low,Regional recession,Medium,0.55,5,0,5,8.25,7,25.25,15.2,🟢 Low,1,-0.5481770724484815,0,🟢 Low,2,Cyber-Dominant
Taiwan Strait Stability,2026,Latin America,North Korea; South Korea,Low,Low,Severe,Localized shock,High,0.501,5,10,20,7.52,2,44.52,37.8,🟡 Moderate,1,-0.5578076644405512,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2024,South Asia,Venezuela; United States,Severe,High,High,Energy price spike,Medium,0.609,25,30,15,9.14,5,84.14,84.2,🔴 Critical,1,-0.5408072296653097,3,🔴 Critical,0,Proxy War
Israel-Arab Tensions,2024,Eastern Europe,Russia; Ukraine,Severe,None,Low,Localized shock,Medium,0.23,25,0,5,3.45,2,35.45,27.1,🟡 Moderate,-1,-0.5919341479517172,1,🟡 Moderate,3,Nuclear Standoff
Venezuela-US Tensions 2026,2026,Latin America,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Low,Energy price spike,High,0.068,20,10,5,1.02,5,41.02,33.7,🟡 Moderate,1,-0.5357959343853382,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2025,Eastern Europe,North Korea; South Korea,High,High,Low,Energy price spike,Medium,0.198,20,30,5,2.97,5,62.97,59.4,🟠 High,1,-0.5300820557733661,2,🟠 High,3,Nuclear Standoff
Taiwan Strait Stability,2026,Middle East,Russia; Ukraine,Severe,Moderate,Low,Global market impact,High,0.414,25,20,5,6.21,10,66.21,63.2,🟠 High,1,-0.5342371568021421,2,🟠 High,3,Nuclear Standoff
Venezuela-US Tensions 2026,2025,Eastern Europe,Russia; Ukraine,Moderate,None,Low,Regional recession,Medium,0.436,10,0,5,6.54,7,28.54,19.0,🟢 Low,1,-0.5434664385034117,0,🟢 Low,1,Direct Confrontation
Korean Peninsula Risk,2024,Latin America,China; Taiwan,Moderate,Low,High,Regional recession,Low,0.41,10,10,15,6.15,7,48.15,42.0,🟡 Moderate,1,-0.47159882422119026,1,🟡 Moderate,1,Direct Confrontation
Venezuela-US Tensions 2026,2024,Middle East,Russia; Ukraine,Low,None,Severe,Localized shock,Medium,0.419,5,0,20,6.28,2,33.28,24.6,🟢 Low,1,-0.5808491732182415,0,🟢 Low,1,Direct Confrontation
Venezuela-US Tensions 2026,2024,South Asia,India; Pakistan,Moderate,Moderate,High,Global market impact,Medium,0.705,10,20,15,10.58,10,65.58,62.4,🟠 High,1,-0.5232627819698144,2,🟠 High,2,Cyber-Dominant
Venezuela-US Tensions 2026,2025,South Asia,Venezuela; United States,Low,High,High,Energy price spike,Low,0.171,5,30,15,2.57,5,57.57,53.0,🟠 High,1,-0.5259290370135487,2,🟠 High,1,Direct Confrontation
Korean Peninsula Risk,2024,East Asia,India; Pakistan,High,Low,Severe,Global market impact,Medium,0.189,20,10,20,2.84,10,62.84,59.2,🟠 High,1,-0.5347429501002019,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2024,South Asia,Russia; Ukraine,High,High,Severe,Localized shock,Medium,0.695,20,30,20,10.42,2,82.42,82.2,🔴 Critical,1,-0.5851093919128484,3,🔴 Critical,0,Proxy War
India-Pakistan Escalation 2025,2026,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Moderate,High,Low,Localized shock,Medium,0.727,10,30,5,10.9,2,57.9,53.4,🟠 High,1,-0.5678610958231313,2,🟠 High,2,Cyber-Dominant
Israel-Arab Tensions,2025,South Asia,India; Pakistan,High,Low,Moderate,Energy price spike,High,0.424,20,10,10,6.36,5,51.36,45.8,🟡 Moderate,1,-0.4839629021077347,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2025,Middle East,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Severe,Regional recession,Medium,0.014,20,10,20,0.21,7,57.21,52.6,🟠 High,1,-0.54179053383267,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2024,South Asia,India; Pakistan,Moderate,High,Moderate,Localized shock,High,0.036,10,30,10,0.54,2,52.54,47.2,🟡 Moderate,1,-0.5699233441942956,1,🟡 Moderate,1,Direct Confrontation
Israel-Arab Tensions,2024,South Asia,North Korea; South Korea,Low,High,Low,Localized shock,Medium,0.468,5,30,5,7.02,2,49.02,43.0,🟡 Moderate,1,-0.5653249406661393,1,🟡 Moderate,2,Cyber-Dominant
Russia-Ukraine Conflict,2026,Middle East,Russia; Ukraine,High,None,High,Global market impact,Medium,0.401,20,0,15,6.02,10,51.02,45.4,🟡 Moderate,1,-0.5235474493301714,1,🟡 Moderate,0,Proxy War
Russia-Ukraine Conflict,2026,East Asia,China; Taiwan,Severe,Low,High,Localized shock,Low,0.118,25,10,15,1.77,2,53.77,48.6,🟡 Moderate,1,-0.5553834765764184,1,🟡 Moderate,0,Proxy War
Israel-Arab Tensions,2026,Eastern Europe,India; Pakistan,Low,Low,Moderate,Energy price spike,Medium,0.44,5,10,10,6.6,5,36.6,28.5,🟡 Moderate,1,-0.5030662891173515,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2026,Eastern Europe,Venezuela; United States,Low,Low,High,Energy price spike,Low,0.326,5,10,15,4.89,5,39.89,32.3,🟡 Moderate,1,-0.5005552484123,1,🟡 Moderate,1,Direct Confrontation
Israel-Arab Tensions,2024,East Asia,North Korea; South Korea,Severe,Low,Severe,Global market impact,Medium,0.303,25,10,20,4.54,10,69.54,67.1,🟠 High,1,-0.5575736433363407,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2024,Eastern Europe,Venezuela; United States,Severe,High,Moderate,Regional recession,High,0.363,25,30,10,5.44,7,77.44,76.3,🔴 Critical,1,-0.5252924774944316,3,🔴 Critical,3,Nuclear Standoff
India-Pakistan Escalation 2025,2025,South Asia,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Low,Energy price spike,Low,0.812,20,10,5,12.18,5,52.18,46.7,🟡 Moderate,1,-0.542264597267458,1,🟡 Moderate,3,Nuclear Standoff
Taiwan Strait Stability,2026,Eastern Europe,Russia; Ukraine,High,High,Moderate,Energy price spike,Medium,0.396,20,30,10,5.94,5,70.94,68.7,🟠 High,1,-0.5000429774620581,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2024,East Asia,North Korea; South Korea,Low,High,Low,Energy price spike,High,0.341,5,30,5,5.12,5,50.12,44.3,🟡 Moderate,1,-0.5417647115501806,1,🟡 Moderate,1,Direct Confrontation
Taiwan Strait Stability,2026,Latin America,India; Pakistan,Severe,None,Moderate,Localized shock,Medium,0.6,25,0,10,9.0,2,46.0,39.5,🟡 Moderate,1,-0.5555430245563366,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2025,Middle East,China; Taiwan,Moderate,Moderate,Moderate,Global market impact,Medium,0.193,10,20,10,2.9,10,52.9,47.6,🟡 Moderate,1,-0.5030640679689168,1,🟡 Moderate,1,Direct Confrontation
Taiwan Strait Stability,2026,Latin America,Russia; Ukraine,Low,Moderate,Low,Regional recession,Medium,0.125,5,20,5,1.88,7,38.88,31.1,🟡 Moderate,1,-0.5406310459474932,1,🟡 Moderate,1,Direct Confrontation
Korean Peninsula Risk,2025,Eastern Europe,Venezuela; United States,Moderate,High,High,Regional recession,High,0.338,10,30,15,5.07,7,67.07,64.2,🟠 High,1,-0.4996951565295624,2,🟠 High,1,Direct Confrontation
Taiwan Strait Stability,2024,Latin America,Venezuela; United States,High,None,High,Energy price spike,Low,0.059,20,0,15,0.88,5,40.88,33.5,🟡 Moderate,1,-0.5370056967159488,1,🟡 Moderate,0,Proxy War
India-Pakistan Escalation 2025,2024,Eastern Europe,Venezuela; United States,Low,Moderate,Moderate,Energy price spike,Medium,0.792,5,20,10,11.88,5,51.88,46.4,🟡 Moderate,1,-0.5211470494404311,1,🟡 Moderate,2,Cyber-Dominant
Venezuela-US Tensions 2026,2024,East Asia,China; Taiwan,Low,Low,Low,Global market impact,Medium,0.239,5,10,5,3.58,10,33.58,24.9,🟢 Low,1,-0.555239084757945,0,🟢 Low,1,Direct Confrontation
Taiwan Strait Stability,2025,East Asia,Russia; Ukraine,High,Low,Severe,Regional recession,Low,0.635,20,10,20,9.52,7,66.52,63.5,🟠 High,1,-0.5163290729371895,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2026,Eastern Europe,India; Pakistan,High,Moderate,High,Localized shock,Medium,0.678,20,20,15,10.17,2,67.17,64.3,🟠 High,1,-0.535872484722648,2,🟠 High,0,Proxy War
India-Pakistan Escalation 2025,2025,Latin America,India; Pakistan,Severe,Moderate,High,Energy price spike,Medium,0.603,25,20,15,9.04,5,74.04,72.3,🟠 High,1,-0.5114589037518118,2,🟠 High,0,Proxy War
Taiwan Strait Stability,2025,Eastern Europe,North Korea; South Korea,Severe,High,Severe,Regional recession,Low,0.571,25,30,20,8.56,7,90.56,91.7,🔴 Critical,1,-0.5781894836829982,3,🔴 Critical,0,Proxy War
Korean Peninsula Risk,2025,Latin America,Israel; Egypt; Jordan; Saudi Arabia,High,None,Moderate,Energy price spike,High,0.641,20,0,10,9.62,5,44.62,37.9,🟡 Moderate,1,-0.5123496411189628,1,🟡 Moderate,3,Nuclear Standoff
Taiwan Strait Stability,2025,South Asia,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Moderate,Global market impact,Medium,0.012,20,10,10,0.18,10,50.18,44.4,🟡 Moderate,1,-0.5495656963528155,1,🟡 Moderate,1,Direct Confrontation
Israel-Arab Tensions,2025,Latin America,North Korea; South Korea,High,High,Moderate,Regional recession,High,0.038,20,30,10,0.57,7,67.57,64.8,🟠 High,1,-0.5367016434922411,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2024,Middle East,Russia; Ukraine,Moderate,Low,Severe,Energy price spike,Medium,0.028,10,10,20,0.42,5,45.42,38.8,🟡 Moderate,1,-0.5424515894502485,1,🟡 Moderate,1,Direct Confrontation
Israel-Arab Tensions,2026,Middle East,China; Taiwan,Low,Low,Moderate,Regional recession,High,0.778,5,10,10,11.67,7,43.67,36.8,🟡 Moderate,1,-0.5117267900142035,1,🟡 Moderate,2,Cyber-Dominant
Russia-Ukraine Conflict,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,High,High,High,Regional recession,Low,0.6,20,30,15,9.0,7,81.0,80.5,🔴 Critical,1,-0.5198751563370286,3,🔴 Critical,0,Proxy War
Korean Peninsula Risk,2024,Latin America,Russia; Ukraine,Severe,Low,High,Global market impact,High,0.656,25,10,15,9.84,10,69.84,67.4,🟠 High,1,-0.5437825100143933,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2026,Eastern Europe,China; Taiwan,Low,None,Moderate,Regional recession,High,0.717,5,0,10,10.76,7,32.76,24.0,🟢 Low,1,-0.5258063264220416,0,🟢 Low,2,Cyber-Dominant
Venezuela-US Tensions 2026,2024,Eastern Europe,Russia; Ukraine,Moderate,None,Severe,Energy price spike,Medium,0.68,10,0,20,10.2,5,45.2,38.6,🟡 Moderate,1,-0.5334883207263469,1,🟡 Moderate,2,Cyber-Dominant
